id,title,claim,url,domain,news_date,true/false,published_paper_urls,published_paper_title,published_paper_authors,published_paper_abstract,published_paper_venue,published_paper_year,selected_sentence_list
1184,"Predicting exactly when natural resources, species and ecosystems may disappear isn't possible, experts say","Predicting exactly when natural resources, species and ecosystems may disappear is possible.",https://www.reuters.com/news/article/factcheck-climate-2029/fact-check-predicting-exactly-when-natural-resources-species-and-ecosystems-may-disappear-isnt-possible-experts-say-idUSL1N2RM2EG,Nature,26-Oct-21,False,https://doi.org/10.1038/s41467-020-15029-x,Regime shifts occur disproportionately faster in larger ecosystems,"Gregory S. Cooper, Simon Willcock & John A. Dearing","Regime shifts can abruptly affect hydrological, climatic and terrestrial systems, leading to degraded ecosystems and impoverished societies. While the frequency of regime shifts is predicted to increase, the fundamental relationships between the spatial-temporal scales of shifts and their underlying mechanisms are poorly understood. Here we analyse empirical data from terrestrial (n?=?4), marine (n?=?25) and freshwater (n?=?13) environments and show positive sub-linear empirical relationships between the size and shift duration of systems. Each additional unit area of an ecosystem provides an increasingly smaller unit of time taken for that system to collapse, meaning that large systems tend to shift more slowly than small systems but disproportionately faster. We substantiate these findings with five computational models that reveal the importance of system structure in controlling shift duration. The findings imply that shifts in Earth ecosystems occur over 'human' timescales of years and decades, meaning the collapse of large vulnerable ecosystems, such as the Amazon rainforest and Caribbean coral reefs, may take only a few decades once triggered.",Nature Communications,2020,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}, {4: 1}, {5: 1}]"
7212,A Monkey Mother Ate Her Mummified Dead Baby in a Never-Before-Seen Case,A monkey mother consumes her mummified dead baby.,https://www.sciencealert.com/a-monkey-mother-has-been-seen-cannibalising-her-baby-s-mummified-corpse,Nature,26-Sep-17,True,https://onlinelibrary.wiley.com/doi/abs/10.1002/ajp.20802,Cannibalism in wild bonobos (Pan paniscus) at Lui Kotale,"Andrew Fowler, Gottfried Hohmann","We describe the cannibalization of an infant bonobo (circa 2.5 years old) at Lui Kotale, in the Democratic Republic of Congo. The infant died of unknown causes and was consumed by several community members including its mother and an older sibling one day after death. Certain features concerning the pattern of consumption fit in with previously observed episodes of cannibalism in Pan, whereas others, such as the mother's participation in consuming the body, are notable. The incident suggests that filial cannibalism among apes need not be the result of nutritional or social stress and does not support the idea that filial cannibalism is a behavioral aberration.",American Journal of Primatology,2010,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}]"
7239,Scientists Have Engineered Beetles With a Fully Functional Third Eye,Beetles can be engineered to have a third eye.,https://www.sciencealert.com/scarab-beetle-grows-third-eye-genetic-engineering-organ-evolution,Nature,14-Nov-17,True,https://onlinelibrary.wiley.com/doi/full/10.1002/jez.b.22682,"Conservation, Innovation, and Bias: Embryonic Segment Boundaries Position Posterior, but Not Anterior, Head Horns in Adult Beetles","Hannah A. Busey, Eduardo E. Zattara, Armin P. Moczek","The integration of form and function of novel traits is a fundamental process during the developmental evolution of complex organisms, yet how novel traits and trait functions integrate into preexisting contexts remains poorly understood. Here, we explore the mechanisms by which the adult insect head has been able to integrate novel traits and features during its ontogeny, focusing on the cephalic horns of Onthophagus beetles. Specifically, using a microablation approach we investigate how different regions of the dorsal head of adult horned beetles relate to their larval and embryonic counterparts and test whether deeply conserved regional boundaries that establish the embryonic head might also facilitate or bias the positioning of cephalic horns along the dorsal adult head. We find that paired posterior hornsthe most widespread horn type within the genusare positioned along a border homologous to the embryonic clypeolabral (CL)-ocular boundary, and that this placement constitutes the ancestral form of horn positioning. In contrast, we observed that the phylogenetically much rarer anterior horns are positioned by larval head regions contained firmly within the CL segment and away from any major preexisting larval head landmarks or boundaries. Lastly, we describe the unexpected finding that ablations at medial head regions can result in ectopic outgrowths bearing terminal structures resembling the more anterior clypeal ridge. We discuss our results in the light of the developmental genetic mechanisms of head formation in holometabolous insects and the role of co-option in innovation and bias in developmental evolution.",Journal of Experimental Biology,2016,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}]"
7243,"An Orca Has Been Taught to ""Say"" Human Words in a World-First","Orcas can be taught to ""say"" human words. ",https://www.sciencealert.com/orca-killer-whale-learns-to-mimic-human-speech-hello-bye-bye-language,Nature,31-Jan-18,True,https://cdnsciencepub.com/doi/abs/10.1139/z91-206,Vocal traditions among resident killer whales (Orcinus orca) in coastal waters of British Columbia,John K. B. Ford,"Underwater vocalizations were recorded during repeated encounters with 16 pods, or stable kin groups, of resident killer whales (Orcinus orca) off the coast of British Columbia. Pods were identified from unique natural markings on individuals. Vocal exchanges within pods were dominated by repetitious, discrete calls. Pods each produced 7-17 (mean 10.7) types of discrete calls. Individuals appear to acquire their pod's call repertoire by learning, and repertoires can persist with little change for over 25 years. Call repertoires differed significantly among pods in the resident population. The 16 pods formed four distinct acoustic associations, or clans, each having a unique repertoire of discrete calls, or vocal tradition. Pods within a clan shared several call types, but no sharing took place among clans. Shared calls often contained structural variations specific to each pod or group of pods in the clan. These variants and other differences in acoustic behaviour formed a system of related pod-specific dialects within the vocal tradition of each clan. Pods from different clans often travelled together, but observed patterns of social associations were often independent of acoustic relationships. It is proposed that each clan comprises related pods that have descended from a common ancestral group. New pods formed from this ancestral group through growth and matrilineal division of the lineage. The formation of new pods was accompanied by divergence of the call repertoire of the founding group. Such divergence resulted from the accumulation of errors in call learning across generations, call innovation, and call extinction. Pod-specific repertoires probably serve to enhance the efficiency of vocal communication within the group and act as behavioural indicators of pod affiliation. The striking differences among the vocal traditions of different clans suggest that each is an independent matriline.",Canadian Journal of Zoology,1991,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}, {8: 1}, {9: 1}, {10: 1}, {11: 1}, {12: 1}, {13: 1}, {14: 1}, {15: 1}, {16: 1}]"
7244,"We Finally Have Footage of Tardigrade Mating, And It's Even Weirder Than Expected",We Have Footage of Tardigrade Mating,https://www.sciencealert.com/we-finally-have-footage-of-tardigrade-mating-and-it-s-even-weirder-than-expected,Nature,3-Dec-16,True,https://onlinelibrary.wiley.com/doi/full/10.1111/zoj.12435,"First detailed observations on tardigrade mating behaviour and some aspects of the life history of Isohypsibius dastychi Pilato, Bertolani & Binda 1982 (Tardigrada, Isohypsibiidae)","Jana Bingemer, Karin Hohberg, Ralph O. Schill","In the present study we provide new insights into the mating behaviour of a bisexual tardigrade, Isohypsibius dastychi, revealing a process much more complex than expected. Mating included mutual stimulation that preceded semen ejaculation and egg deposition. If no mating occurred, egg absorption was observed. In addition, the life history and the influence of temperature on development were studied at two temperatures (12 and 20 °C). At both temperatures I. dastychi underwent three moults until adulthood with increasing inter-moult phases from the first to the third moult. As animals maintained at 12 °C became adults significantly later and also were significantly larger than animals at 20 °C, it is unlikely that either age or size determines the transition to adulthood. Generation time of females was significantly shorter than that of males, and both males and females were iteroparous. The consequences of our findings are discussed.",Zoological Journal of the Linnean Society,2016,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}]"
1025,300-word journal abstract is not proof of mRNA vaccines being used to 'murder',mRNA vaccines was used to 'murder',https://www.reuters.com/news/article/factcheck-coronavirus-britain/fact-check-300-word-journal-abstract-is-not-proof-of-mrna-vaccines-being-used-to-murder-idUSL1N2SL1ME,Opinion,30-Nov-21,False,https://jamanetwork.com/journals/jama/fullarticle/2786667,"Myocardial Infarction, Stroke, and Pulmonary Embolism After BNT162b2 mRNA COVID-19 Vaccine in People Aged 75 Years or Older","Marie Joelle Jabagi, PharmD, PhD; Jérémie Botton, PharmD, PhD; Marion Bertrand, MSc; et alAlain Weill, MD; Paddy Farrington, PhD; Mahmoud Zureik, MD, PhD; Rosemary Dray-Spira, MD, PhD","In this nationwide study involving persons aged 75 years or older in France, no increase in the incidence of acute myocardial infarction, stroke, and pulmonary embolism was detected 14 days following each BNT162b2 mRNA vaccine dose.Israeli and US studies reported that persons receiving the BNT162b2 vaccine were not at increased risk of myocardial infarction, pulmonary embolism, or cerebrovascular events in the 42 days3 and 21 days following vaccination. Based on a self-controlled case-series design that compensates for the lack of randomization by eliminating the effect of time-invariant confounding factors, this study provides further evidence regarding the risk of serious cardiovascular adverse events in older people. Limitations of the study include the possibility of residual time-dependent confounding. Further investigations are needed to measure these risks in younger populations and for other types of vaccines against SARS-CoV-2.",JAMA,2021,"[{0: 0}, {1: 1}, {2: 0}, {3: 0}]"
7237,Psychiatrist Argues The 'Sonic Attacks' on Diplomats in Cuba Are Not Mass Hysteria,Havana Syndrome is not a mass psychological illness.,https://www.sciencealert.com/the-sonic-attacks-on-us-diplomats-in-cuba-are-not-manifestations-of-mass-hysteria,Opinion,5-Jul-19,True,https://www.tandfonline.com/doi/abs/10.1080/0305569960220301,Epidemic Hysteria in Schools: an international and historical overview,Robert E. Bartholomew & Francois Sirois,"This study examines the characteristic features of epidemic hysteria reports in school settings, describing broad presentation patterns, and implications for management. Three distinct symptom patterns are evident based on the descriptive features of reports. The first type is 'mass motor hysteria' (n = 53) which predominates in non?Western traditional cultures among students exposed to pre?existing psychosocial stress, most frequently repressive academic and religious discipline, which precipitates dissociation, histrionics, and psychomotor alterations. A second pattern, 'mass anxiety hysteria' (n = 62), is typified by the sudden appearance of extreme anxiety following the redefinition of a mundane event such as illness in a fellow student or an unfamiliar odour, which is perceived as an immediate threat. A third pattern, 'mass pseudo?hysteria' (n = 1) involves the relabelling of mundane symptoms by hypervigilant authorities. Epidemic hysteria in school settings manifests as variants of a unitary syndrome that is masked by cultural custom and local nomenclature. A diagnosis is reached by noting the absence of a concrete pathogenic etiology, in conjunction with group anxiety, ambiguous, benign, transient symptomatology, and a preponderance of female victims. Management consists of the identification and removal of the precipitating psychosocial stress.",Educational Studies,1996,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}]"
7251,It's Bad That Most Animals Used in Experiments Never Appear in Published Research,Most animals used in experiments never appear in published research.,https://www.sciencealert.com/most-animals-used-in-scientific-experiments-never-appear-in-published-research,Opinion,16-Oct-20,True,https://onlinelibrary.wiley.com/doi/pdf/10.1111/jne.12384,Is there a Publication Bias in Behavioural Intranasal Oxytocin Research on Humans? Opening the File Drawer of One Laboratory,"A. Lane, O. Luminet, G. Nave and M. Mikolajczak","The neurohormone oxytocin (OT) has been one the most studied peptides in behavioural sciences over the past two decades. Primarily known for its crucial role in labour and lactation, a rapidly growing literature suggests that intranasal OT (IN-OT) may also play a role in the emotional and social lives of humans. However, the lack of a convincing theoretical framework explaining the effects of IN-OT that would also allow the prediction of which moderators exert their effects and when has raised healthy skepticism regarding the robustness of human behavioural IN-OT research. Poor knowledge of the exact pharmacokinetic properties of OT, as well as crucial statistical and methodological issues and the absence of direct replication efforts, may have lead to a publication bias in the IN-OT literature, with many unpublished studies with null results remaining buried in laboratory drawers. Is there a file drawer problem in IN-OT research? If this is the case, it may also be true in our own laboratory. The present study aims to answer this question, document the extent of the problem and discuss its implications for OT research. For eight studies (including 13 dependent variables overall, as assessed through 25 different paradigms) performed in our laboratory between 2009 and 2014 on 453 subjects, the results obtained were too often not those that were expected. Only five publications emerged from our studies and only one of these reported a null finding. After realising that our publication portfolio has become less and less representative of our actual findings and because the nonpublication of our data might contribute to generating a publication bias in IN-OT research, we decided to retrieve these studies from our drawer and encourage other laboratories to do the same.",Journal of Neuroendocrinology,2016,"[{0: 0}, {1: 0}, {2: 0}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}, {8: 1}, {9: 1}]"
7253,How Much Do Our Genes Really Influence Our Free Will?,Genes influence free will.,https://www.sciencealert.com/just-how-much-do-our-genes-restrict-our-free-will,Opinion,19-Oct-20,True,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2015.1360,Association between the dopamine D4 receptor gene exon III variable number of tandem repeats and political attitudes in female Han Chinese,"Richard P. Ebstein, Mikhail V. Monakhov, Yunfeng Lu, Yushi Jiang, Poh San Lai and Soo Hong Chew","Twin and family studies suggest that political attitudes are partially determined by an individual's genotype. The dopamine D4 receptor gene (DRD4) exon III repeat region that has been extensively studied in connection with human behaviour, is a plausible candidate to contribute to individual differences in political attitudes. A first United States study provisionally identified this gene with political attitude along a liberal-conservative axis albeit contingent upon number of friends. In a large sample of 1771 Han Chinese university students in Singapore, we observed a significant main effect of association between the DRD4 exon III variable number of tandem repeats and political attitude. Subjects with two copies of the 4-repeat allele (4R/4R) were significantly more conservative. Our results provided evidence for a role of the DRD4 gene variants in contributing to individual differences in political attitude particularly in females and more generally suggested that associations between individual genes, and neurochemical pathways, contributing to traits relevant to the social sciences can be provisionally identified.",Proceedings of the Royal Society B: Biological Sciences,2015,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}, {4: 1}, {5: 1}]"
7255,"Sorry, But Giving Up on Meat Is Not Going to Save The Planet",Giving up on meat won't save the planet.,https://www.sciencealert.com/sorry-but-giving-up-on-meat-is-not-going-to-save-the-planet,Opinion,26-Dec-18,True,https://www.pnas.org/doi/full/10.1073/pnas.1707322114,Nutritional and greenhouse gas impacts of removing animals from US agriculture,Robin R. White and Mary Beth Hall,"As a major contributor to agricultural greenhouse gas (GHG) emissions, it has been suggested that reducing animal agriculture or consumption of animal-derived foods may reduce GHGs and enhance food security. Because the total removal of animals provides the extreme boundary to potential mitigation options and requires the fewest assumptions to model, the yearly nutritional and GHG impacts of eliminating animals from US agriculture were quantified. Animal-derived foods currently provide energy (24% of total), protein (48%), essential fatty acids (23-100%), and essential amino acids (34-67%) available for human consumption in the United States. The US livestock industry employs 1.6 × 106 people and accounts for $31.8 billion in exports. Livestock recycle more than 43.2 × 109 kg of human-inedible food and fiber processing byproducts, converting them into human-edible food, pet food, industrial products, and 4 × 109 kg of N fertilizer. Although modeled plants-only agriculture produced 23% more food, it met fewer of the US population's requirements for essential nutrients. When nutritional adequacy was evaluated by using least-cost diets produced from foods available, more nutrient deficiencies, a greater excess of energy, and a need to consume a greater amount of food solids were encountered in plants-only diets. In the simulated system with no animals, estimated agricultural GHG decreased (28%), but did not fully counterbalance the animal contribution of GHG (49% in this model). This assessment suggests that removing animals from US agriculture would reduce agricultural GHG emissions, but would also create a food supply incapable of supporting the US population's nutritional requirements.",PNAS,2017,"[{0: 0}, {1: 0}, {2: 0}, {3: 0}, {4: 1}, {5: 1}, {6: 1}, {7: 1}, {8: 1}]"
7256,Here's The Real Truth About That Confusing Red Meat Study,There is currently no good evidence that red meat is harmful to health.,https://www.sciencealert.com/here-s-the-real-truth-about-that-confusing-red-meat-study,Opinion,2-Oct-19,True,https://onlinelibrary.wiley.com/doi/full/10.1002/ijc.29423,Meat subtypes and their association with colorectal cancer: Systematic review and meta-analysis,"Prudence R. Carr, Viola Walter, Hermann Brenner, Michael Hoffmeister","Associations between specific red meat subtypes and risk of colorectal cancer (CRC) have been investigated in a number of epidemiological studies. However, no publication to date has summarised the overall epidemiological evidence. We conducted a systematic review and meta-analysis of prospective studies (cohort, nested case-control or case-cohort studies), which reported relative risk (RR) estimates and 95% confidence intervals (CI) for the association between intake of meat subtypes with colorectal, colon or rectal cancer or colorectal adenoma risk. PubMed and ISI Web of Science were searched up until August 1, 2014. Nineteen studies examined meat subtypes (5 beef, 5 pork, 2 lamb, 1 veal and 19 poultry) and associations with colorectal, colon or rectal cancer risk and 4 studies examined associations with adenoma risk (1 beef and 4 poultry). Comparing highest versus lowest intake, beef consumption was associated with an increased risk of CRC (RR?=?1.11, 95% CI?=?1.01 to 1.22) and colon cancer (RR?=?1.24, 95% CI?=?1.07 to 1.44), but no association was found with rectal cancer (RR?=?0.95, 95% CI?=?0.78 to 1.16). Higher consumption of lamb was also associated with increased risk of CRC (RR?=?1.24, 95% CI?=?1.08 to 1.44). No association was observed for pork (RR?=?1.07, 95% CI?=?0.90 to 1.27), but some between study heterogeneity was observed. No association was observed for poultry consumption and risk of colorectal adenomas or cancer. This meta-analysis suggests that red meat subtypes differ in their association with CRC and its sub sites. Further analysis of data from prospective cohort studies is warranted, especially regarding the role of pork.",International Journal of Cancer,2015,"[{0: 1}, {1: 1}, {2: 1}, {3: 0}, {4: 1}, {5: 1}, {6: 1}, {7: 1}, {8: 1}, {9: 1}, {10: 1}]"
7203,A Rare Element From The Edge of The Periodic Table Is Breaking Quantum Mechanics,"The electrons around berkelium are governed by Einstein's theory of relativity, which predicts that as objects with mass move faster, they get heavier.",https://www.sciencealert.com/a-mysterious-element-on-the-outskirts-of-the-periodic-table-is-breaking-quantum-mechanics,Physics,4-Oct-17,True,https://pubs.acs.org/doi/full/10.1021/jacs.7b05569,Electronic Structure and Properties of Berkelium Iodates,"Mark A. Silver, Samantha K. Cary, Alejandro J. Garza, Ryan E. Baumbach, Alexandra A. Arico, Gregory A. Galmin, Kuan-Wen Chen, Jason A. Johnson, Jamie C. Wang, Ronald J. Clark, Alexander Chemey, Teresa M. Eaton, Matthew L. Marsh, Kevin Seidler, Shane S. Galley, Lambertus van de Burgt, Ashley L. Gray, David E. Hobart, Kenneth Hanson, Shelley M. Van Cleve, Frédéric Gendron, Jochen Autschbach, Gustavo E. Scuseria, Laurent Maron, Manfred Speldrich, Paul Kögerler, Cristian Celis-Barros, Dayán Páez-Hernández, Ramiro Arratia-Pérez, Michael Ruf, and Thomas E. Albrecht-Schmitt","The reaction of 249Bk(OH)4 with iodate under hydrothermal conditions results in the formation of Bk(IO3)3 as the major product with trace amounts of Bk(IO3)4 also crystallizing from the reaction mixture. The structure of Bk(IO3)3 consists of nine-coordinate BkIII cations that are bridged by iodate anions to yield layers that are isomorphous with those found for AmIII, CfIII, and with lanthanides that possess similar ionic radii. Bk(IO3)4 was expected to adopt the same structure as M(IO3)4 (M = Ce, Np, Pu), but instead parallels the structural chemistry of the smaller ZrIV cation. BkIII-O and BkIV-O bond lengths are shorter than anticipated and provide further support for a postcurium break in the actinide series. Photoluminescence and absorption spectra collected from single crystals of Bk(IO3)4 show evidence for doping with BkIII in these crystals. In addition to luminescence from BkIII in the Bk(IO3)4 crystals, a broad-band absorption feature is initially present that is similar to features observed in systems with intervalence charge transfer. However, the high-specific activity of 249Bk (t1/2 = 320 d) causes oxidation of BkIII and only BkIV is present after a few days with concomitant loss of both the BkIII luminescence and the broadband feature. The electronic structure of Bk(IO3)3 and Bk(IO3)4 were examined using a range of computational methods that include density functional theory both on clusters and on periodic structures, relativistic ab initio wave function calculations that incorporate spin-orbit coupling (CASSCF), and by a full-model Hamiltonian with spin-orbit coupling and Slater-Condon parameters (CONDON). Some of these methods provide evidence for an asymmetric ground state present in BkIV that does not strictly adhere to Russel-Saunders coupling and Hund's Rule even though it possesses a half-filled 5f7 shell. Multiple factors contribute to the asymmetry that include 5f electrons being present in microstates that are not solely spin up, spin-orbit coupling induced mixing of low-lying excited states with the ground state, and covalency in the BkIV-O bonds that distributes the 5f electrons onto the ligands. These factors are absent or diminished in other f7 ions such as GdIII or CmIII.",Journal of the American Chemical Society,2017,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}, {7: 1}, {8: 1}, {9: 1}, {10: 1}]"
7211,Physicists Just Cracked The Problem of Stabilising a Totally New Kind of Particle,"Scientists have discovered the existence of a type of particle that's never previously been observed, which demonstrates unprecedented chemical stability.",https://www.sciencealert.com/a-new-kind-of-particle-with-colossal-stability-is-a-first-in-physics-and-chemistry,Physics,19-Sep-17,True,https://onlinelibrary.wiley.com/doi/abs/10.1002/anie.201706764,Colossal Stability of Gas-Phase Trianions: Super-Pnictogens,"Tianshan Zhao, Dr. Jian Zhou, Prof. Qian Wang, Prof. Puru Jena","Multiply charged negative ions are ubiquitous in nature. They are stable as crystals because of charge compensating cations; while in solutions, solvent molecules protect them. However, they are rarely stable in the gas phase because of strong electrostatic repulsion between the extra electrons. Therefore, understanding their stability without the influence of the environment has been of great interest to scientists for decades. While much of the past work has focused on dianions, work on triply charged negative ions is sparse and the search for the smallest trianion that is stable against spontaneous electron emission or fragmentation continues. Stability of BeB11(X)123? (X=CN, SCN, BO) trianions is demonstrated in the gas phase, with BeB11(CN)123? exhibiting colossal stability against electron emission by 2.65?eV and against its neutral adduct by 15.85?eV. The unusual stability of these trianions opens the door to a new class of super-pnictogens with potential applications in aluminum-ion batteries.",Angewandte Chemie International Edition,2017,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 1}]"
7218,Researchers Have Used Proteins to Create The Strongest Organic Acid Ever,The strongest organic acid ever is made from proteins.,https://www.sciencealert.com/researchers-have-used-proteins-to-create-the-strongest-organic-acid-ever,Physics,22-May-17,True,https://onlinelibrary.wiley.com/doi/full/10.1002/anie.201702781,Highly Charged Protein Ions: The Strongest Organic Acids to Date,"Muhammad A. Zenaidee, Michael G. Leeming, Dr. Fangtong Zhang, Toby T. Funston, Dr. William A. Donald","The basicity of highly protonated cytochrome?c (cyt?c) and myoglobin (myo) ions were investigated using tandem mass spectrometry, ion-molecule reactions (IMRs), and theoretical calculations as a function of charge state. Surprisingly, highly charged protein ions (HCPI) can readily protonate non-polar molecules and inert gases, including Ar, O2, and N2 in thermal IMRs. The most HCPIs that can be observed are over 130?kJ?mol?1 less basic than the least basic neutral organic molecules known (tetrafluoromethane and methane). Based on theoretical calculations, it is predicted that protonated cyt?c and myo ions should spontaneously lose a proton to vacuum for charge states in which every third residue is protonated. In this study, HCPIs are formed where every fourth residue on average is protonated. These results indicate that protein ions in higher charge states can be formed using a low-pressure ion source to reduce proton-transfer reactions between protein ions and gases from the atmosphere.",100th Anniversary of the Royal Australian Chemical Institue,2017,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}, {4: 1}, {5: 1}]"
7220,Electrons Have Been Caught Disappearing And Reappearing Between Atomic Layers,Electrons Have Been Caught Disappearing And Reappearing Between Atomic Layers,https://www.sciencealert.com/electrons-have-been-caught-disappearing-and-reappearing-between-atomic-layers,Physics,16-Mar-17,True,https://pubs.acs.org/doi/abs/10.1021/acs.nanolett.6b04815,Highly Efficient and Anomalous Charge Transfer in van der Waals Trilayer Semiconductors,"Frank Ceballos, Ming-Gang Ju, Samuel D. Lane, Xiao Cheng Zeng, and Hui Zhao","Two-dimensional materials, such as graphene and monolayer transition metal dichalcogenides, allow the fabrication of multilayer structures without lattice matching restriction. A central issue in developing such artificial materials is to understand and control the interlayer electron transfer process, which plays a key role in harnessing their emergent properties. Recent photoluminescence and transient absorption measurements revealed that the electron transfer in heterobilayers occurs on ultrafast time scales. However, there is still a lack of fundamental understanding on how this process can be so efficient at van der Waals interfaces. Here we show evidence suggesting the coherent nature of such interlayer electron transfer. In a trilayer of MoS2-WS2-MoSe2, electrons excited in MoSe2 transfer to MoS2 in about one picosecond. Surprisingly, these electrons do not populate the middle WS2 layer during this process. Calculations showed the coherent nature of the charge transfer and reproduced the measured electron transfer time. The hole transfer from MoS2 to MoSe2 is also found to be efficient and ultrafast. The separation of electrons and holes extends their lifetimes to more than one nanosecond, suggesting potential applications of such multilayer structures in optoelectronics.",Nano Letters,2017,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}, {4: 1}, {5: 1}, {6: 0}, {7: 1}, {8: 1}, {9: 1}]"
7232,Hawking's Greatest Black Hole Prediction Just Passed a New Test in The Lab,Black holes emit radiation.,https://www.sciencealert.com/a-black-hole-in-a-lab-has-provided-new-evidence-that-hawking-radiation-is-real,Physics,30-May-19,True,https://onlinelibrary.wiley.com/doi/abs/10.1002/andp.201700114,Questioning the Recent Observation of Quantum Hawking Radiation,Ulf Leonhardt,"A recent article [J. Steinhauer, Nat. Phys. 2016, 12, 959] has reported the observation of quantum Hawking radiation and its entanglement in an analogue black hole. Here, the published evidence, its consistency with theoretical bounds, and the statistical significance of the results are analyzed. The analysis raises severe doubts on the observation of Hawking radiation.",Annalen der Physik,2018,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}, {4: 0}]"
942,Pandemic preparedness scenario is not evidence of an orchestrated disease outbreak,Pandemic preparedness scenario is an evidence of an orchestrated disease outbreak.,https://www.reuters.com/news/article/factcheck-pandemics-coronavirus/fact-check-pandemic-preparedness-scenario-is-not-evidence-of-an-orchestrated-disease-outbreak-idUSL1N2T224P,Society,17-Dec-21,False,https://acmedsci.ac.uk/file-download/4747802,COVID-19: Preparing for the future Looking ahead to winter 2021/22 and beyond,Claire Cope,"Despite a highly successful vaccination campaign in the UK, the coronavirus disease 2019 (COVID-19) pandemic is not over, and we are currently seeing rapidly rising infection rates. While there is an understandable and intense desire for 'normality' to return, we need to sustain our efforts to limit the transmission and impacts of the virus, particularly for the most vulnerable, for the longer term. To prepare for the winter period and beyond, the priorities over the summer period must be to: Maximise the speed and uptake of COVID-19 vaccination in all eligible age groups, and prepare for possible booster vaccines in priority groups and vaccination against influenza later in the year. Increase the ability of people with COVID-19 to self-isolate through financial and other support, with a particular focus on those in areas of persistent transmission and in the lowest socio-economic groups. Boost capacity in the NHS (staff and beds) to: build resilience against future outbreaks of COVID-19 and other infectious diseases, including through improving infection prevention and control (IPC), increasing vaccination and testing capacity for COVID-19 and influenza, adequately resourcing primary care, and reducing the backlog of non-COVID-19 care. Provide clear guidance about environmental and behavioural precautions (such as the use of face coverings, ventilation and physical distancing) that individuals and organisations can take to protect themselves and others, especially those who are most vulnerable from infection.",The Academy of Medical Sciences,2021,"[{0: 1}, {1: 1}, {2: 1}, {3: 1}, {4: 1}, {5: 1}]"
1314,The term 'fossil fuel' was not coined by John D. Rockefeller to trick people into thinking oil is a scarce commodity,The term 'fossil fuel' was coined by John D. Rockefeller to trick people into thinking oil is a scarce commodity,https://www.reuters.com/news/article/factcheck-fossil-fuel-rockefeller/fact-check-the-term-fossil-fuel-was-not-coined-by-john-d-rockefeller-to-trick-people-into-thinking-oil-is-a-scarce-commodity-idUSL1N2QQ1UK,Society,24-Sep-21,False,https://link.springer.com/article/10.1134/S0024490212050033,Oil source rocks at mesozoic and cenozoic continental margins: Communication 2. Oil source rocks at continental margins in the second half of the cretaceous and in the Cenozoic,A. I. Konyukhov,"Oil source rocks represent sequences with the Corg content ranging from 3-5 to 15-20%. Sedimentary sections of large petroliferous basins usually include one or two such sequences, which generated liquid and gaseous hydrocarbons (HCs) during their long-term subsidence to the elevated temperature zone. The middle episode of the Late Cretaceous was marked by the accumulation of sediments with a high Corg content in different areas of the World Ocean. However, truly unique settings favorable for accumulation of the sapropelic organic matter (OM) appeared at continental margins that primarily faced the Tethys Ocean. The La Luna Formation is one of the best known source rock sequences responsible for the generation of liquid HCs in basins of the Caribbean region. In the Persian Gulf, the Kazhdumi Formation composed of marls and clayey limestones is considered the main oil-generating sequence. In the Paleogene after closure of the Tethys, the Pacific continental margins became the main domains that accumulated source rocks. The maximal deposition of sapropelic OM in this region corresponded to the early-middle Eocene. In the Neogene, the accumulation of source sediments was associated with deltas and submarine fans of large rivers and with upwelling zones. In basins of the Californian borderland, the main oil-generating sequences are represented by siliceous rocks of the Monterey Formation. They were deposited in a regional upwelling zone related to the cold California Current.",Lithology and Mineral Resources,2012,"[{0: 0}, {1: 1}, {2: 0}, {3: 0}, {4: 0}, {5: 0}, {6: 0}, {7: 0}, {8: 0}, {9: 0}, {10: 0}]"
