id,title,claim,Type,url,domain,news_date,true/false,published_paper_urls,published_paper_title,published_paper_authors,published_paper_abstract,published_paper_venue,published_paper_year,Answers,Answers,Answers,Prompt,Abstract_Summary
7218,Researchers Have Used Proteins to Create The Strongest Organic Acid Ever,The strongest organic acid ever is made from proteins.,Claim,https://www.sciencealert.com/researchers-have-used-proteins-to-create-the-strongest-organic-acid-ever,Physics,22-May-17,TRUE,https://onlinelibrary.wiley.com/doi/full/10.1002/anie.201702781,Highly Charged Protein Ions: The Strongest Organic Acids to Date,"Muhammad A. Zenaidee, Michael G. Leeming, Dr. Fangtong Zhang, Toby T. Funston, Dr. William A. Donald","The basicity of highly protonated cytochrome?c (cyt?c) and myoglobin (myo) ions were investigated using tandem mass spectrometry, ion-molecule reactions (IMRs), and theoretical calculations as a function of charge state. Surprisingly, highly charged protein ions (HCPI) can readily protonate non-polar molecules and inert gases, including Ar, O2, and N2 in thermal IMRs. The most HCPIs that can be observed are over 130?kJ?mol?1 less basic than the least basic neutral organic molecules known (tetrafluoromethane and methane). Based on theoretical calculations, it is predicted that protonated cyt?c and myo ions should spontaneously lose a proton to vacuum for charge states in which every third residue is protonated. In this study, HCPIs are formed where every fourth residue on average is protonated. These results indicate that protein ions in higher charge states can be formed using a low-pressure ion source to reduce proton-transfer reactions between protein ions and gases from the atmosphere.",100th Anniversary of the Royal Australian Chemical Institue,2017,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
7220,Electrons Have Been Caught Disappearing And Reappearing Between Atomic Layers,Electrons Have Been Caught Disappearing And Reappearing Between Atomic Layers,Claim,https://www.sciencealert.com/electrons-have-been-caught-disappearing-and-reappearing-between-atomic-layers,Physics,16-Mar-17,TRUE,https://pubs.acs.org/doi/abs/10.1021/acs.nanolett.6b04815,Highly Efficient and Anomalous Charge Transfer in van der Waals Trilayer Semiconductors,"Frank Ceballos, Ming-Gang Ju, Samuel D. Lane, Xiao Cheng Zeng, and Hui Zhao","Two-dimensional materials, such as graphene and monolayer transition metal dichalcogenides, allow the fabrication of multilayer structures without lattice matching restriction. A central issue in developing such artificial materials is to understand and control the interlayer electron transfer process, which plays a key role in harnessing their emergent properties. Recent photoluminescence and transient absorption measurements revealed that the electron transfer in heterobilayers occurs on ultrafast time scales. However, there is still a lack of fundamental understanding on how this process can be so efficient at van der Waals interfaces. Here we show evidence suggesting the coherent nature of such interlayer electron transfer. In a trilayer of MoS2-WS2-MoSe2, electrons excited in MoSe2 transfer to MoS2 in about one picosecond. Surprisingly, these electrons do not populate the middle WS2 layer during this process. Calculations showed the coherent nature of the charge transfer and reproduced the measured electron transfer time. The hole transfer from MoS2 to MoSe2 is also found to be efficient and ultrafast. The separation of electrons and holes extends their lifetimes to more than one nanosecond, suggesting potential applications of such multilayer structures in optoelectronics.",Nano Letters,2017,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
7232,Hawking's Greatest Black Hole Prediction Just Passed a New Test in The Lab,Black holes emit radiation.,Claim,https://www.sciencealert.com/a-black-hole-in-a-lab-has-provided-new-evidence-that-hawking-radiation-is-real,Physics,30-May-19,TRUE,https://onlinelibrary.wiley.com/doi/abs/10.1002/andp.201700114,Questioning the Recent Observation of Quantum Hawking Radiation,Ulf Leonhardt,"A recent article [J. Steinhauer, Nat. Phys. 2016, 12, 959] has reported the observation of quantum Hawking radiation and its entanglement in an analogue black hole. Here, the published evidence, its consistency with theoretical bounds, and the statistical significance of the results are analyzed. The analysis raises severe doubts on the observation of Hawking radiation.",Annalen der Physik,2018,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
942,Pandemic preparedness scenario is not evidence of an orchestrated disease outbreak,Pandemic preparedness scenario is an evidence of an orchestrated disease outbreak.,Claim,https://www.reuters.com/news/article/factcheck-pandemics-coronavirus/fact-check-pandemic-preparedness-scenario-is-not-evidence-of-an-orchestrated-disease-outbreak-idUSL1N2T224P,Society,17-Dec-21,FALSE,https://acmedsci.ac.uk/file-download/4747802,COVID-19: Preparing for the future Looking ahead to winter 2021/22 and beyond,Claire Cope,"Despite a highly successful vaccination campaign in the UK, the coronavirus disease 2019 (COVID-19) pandemic is not over, and we are currently seeing rapidly rising infection rates. While there is an understandable and intense desire for 'normality' to return, we need to sustain our efforts to limit the transmission and impacts of the virus, particularly for the most vulnerable, for the longer term. To prepare for the winter period and beyond, the priorities over the summer period must be to: Maximise the speed and uptake of COVID-19 vaccination in all eligible age groups, and prepare for possible booster vaccines in priority groups and vaccination against influenza later in the year. Increase the ability of people with COVID-19 to self-isolate through financial and other support, with a particular focus on those in areas of persistent transmission and in the lowest socio-economic groups. Boost capacity in the NHS (staff and beds) to: build resilience against future outbreaks of COVID-19 and other infectious diseases, including through improving infection prevention and control (IPC), increasing vaccination and testing capacity for COVID-19 and influenza, adequately resourcing primary care, and reducing the backlog of non-COVID-19 care. Provide clear guidance about environmental and behavioural precautions (such as the use of face coverings, ventilation and physical distancing) that individuals and organisations can take to protect themselves and others, especially those who are most vulnerable from infection.",The Academy of Medical Sciences,2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
1314,The term 'fossil fuel' was not coined by John D. Rockefeller to trick people into thinking oil is a scarce commodity,The term 'fossil fuel' was coined by John D. Rockefeller to trick people into thinking oil is a scarce commodity,Claim,https://www.reuters.com/news/article/factcheck-fossil-fuel-rockefeller/fact-check-the-term-fossil-fuel-was-not-coined-by-john-d-rockefeller-to-trick-people-into-thinking-oil-is-a-scarce-commodity-idUSL1N2QQ1UK,Society,24-Sep-21,FALSE,https://link.springer.com/article/10.1134/S0024490212050033,Oil source rocks at mesozoic and cenozoic continental margins: Communication 2. Oil source rocks at continental margins in the second half of the cretaceous and in the Cenozoic,A. I. Konyukhov,"Oil source rocks represent sequences with the Corg content ranging from 3-5 to 15-20%. Sedimentary sections of large petroliferous basins usually include one or two such sequences, which generated liquid and gaseous hydrocarbons (HCs) during their long-term subsidence to the elevated temperature zone. The middle episode of the Late Cretaceous was marked by the accumulation of sediments with a high Corg content in different areas of the World Ocean. However, truly unique settings favorable for accumulation of the sapropelic organic matter (OM) appeared at continental margins that primarily faced the Tethys Ocean. The La Luna Formation is one of the best known source rock sequences responsible for the generation of liquid HCs in basins of the Caribbean region. In the Persian Gulf, the Kazhdumi Formation composed of marls and clayey limestones is considered the main oil-generating sequence. In the Paleogene after closure of the Tethys, the Pacific continental margins became the main domains that accumulated source rocks. The maximal deposition of sapropelic OM in this region corresponded to the early-middle Eocene. In the Neogene, the accumulation of source sediments was associated with deltas and submarine fans of large rivers and with upwelling zones. In basins of the Californian borderland, the main oil-generating sequences are represented by siliceous rocks of the Monterey Formation. They were deposited in a regional upwelling zone related to the cold California Current.",Lithology and Mineral Resources,2012,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
1785,Hydroxychloroquine cannot be made at home using fruit peel,Hydroxychloroquine can be made at home using fruit peel,Claim,https://www.reuters.com/news/article/factcheck-hydroxychloroquine-fruit/fact-check-hydroxychloroquine-cannot-be-made-at-home-using-fruit-peel-idUSL2N2NM207,Society,4-Jun-21,FALSE,https://accpjournals.onlinelibrary.wiley.com/doi/10.1002/phar.2387,Chloroquine and Hydroxychloroquine in the Era of SARS - CoV2: Caution on Their Cardiac Toxicity,"Jerry L. Bauman, James E. Tisdale","With the heightened interest of the potential use of chloroquine and hydroxychloroquine for the treatment of patients with SARS-CoV2 (COVID-19 or novel coronavirus)1 it may be prudent to reflect on the risks of therapy, particularly their cardiac toxicity. Chloroquine and hydroxychloroquine are old drugs,2, 3 used historically for malaria, rheumatoid arthritis and (systemic and discoid) lupus erythematosus, among other less common disorders. Chloroquine was synthesized in 1934 at Bayer, initially discarded but later clinically used in the 1940s. Synthesized in 1950 as a less toxic alternative to chloroquine, hydroxychloroquine was approved by the Food and Drug Administration in 1955 although it owes its roots to the discovery of quinine hundreds of years ago as a treatment for malaria. A search for alternatives to quinine for malaria treatment and prophylaxis during World War II led to the synthesis of other aminoquinoline compounds including first quinacrine then chloroquine and eventually hydroxychloroquine. Their most frequent toxicities are gastrointestinal (diarrhea, nausea) but their most serious is a retinopathy that is both dose and duration (years) dependant.",Pharmacotherapy,2020,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
5651,The price of insulin increases as waistlines increase.,Insulin price increases are due to increased consumer demand.,Claim,https://www.politifact.com/factchecks/2022/apr/21/matt-gaetz/gaetzs-diagnosis-whats-driving-insulin-costs-misse/,Society,21-Apr-22,FALSE,https://jamanetwork.com/journals/jama-health-forum/fullarticle/2785932,"Estimation of the Share of Net Expenditures on Insulin Captured by US Manufacturers, Wholesalers, Pharmacy Benefit Managers, Pharmacies, and Health Plans From 2014 to 2018","Karen Van Nuys, Rocio Ribero, Martha Ryan, Neeraj Sood","Importance  Recent US media and policy attention on insulin affordability has focused on the role of manufacturers in setting prices; however, the role of other drug distribution intermediaries in determining prices has received less attention. Objective  To estimate the share of net expenditures on insulin captured by manufacturers, wholesalers, pharmacy benefit managers, pharmacies, and health plans from 2014 to 2018. Design, Setting, and Participants  This cross-sectional study of the US insulin market was conducted in 2020 using 2014-2018 data from multiple sources, including list and estimated net prices from SSR Health for 32 insulin products, mean use weights from a commercial pharmacy claims database, mean acquisition costs and reimbursements from the Centers for Medicare & Medicaid Services, mean spread and share of rebates retained by pharmacy benefit managers from state Medicaid and drug transparency reports, and profit margins from the public filings of distribution system participant companies. Participants were insulin manufacturers, drug wholesalers, pharmacies, pharmacy benefit managers, and health plans. Main Outcomes and Measures  Mean list and net insulin prices, mean net expenditures on insulin, share of expenditures retained by each distribution system participant. Results  Between 2014 and 2018, mean list prices of 32 insulin products increased by 40.1% (from $19.60 to $27.45), while mean net prices received by manufacturers decreased by 30.8% (from $10.53 to $7.29). Net expenditures per 100 units of insulin increased by 3.2% (from $15.11 to $15.59) while the share of a hypothetical $100 insulin expenditure accruing to manufacturers decreased by 33.0% (from $69.71 to $46.73) and the share accruing to health plans decreased by 24.7% (from $13.82 to $10.40). The share of insulin expenditures retained by pharmacy benefit managers increased by 154.6% (from $5.64 to $14.36), the share retained by pharmacies increased by 228.8% (from $6.21 to $20.42), and the share retained by wholesalers increased by 74.7% (from $4.63 to $8.09). Conclusions and Relevance  Results of this cross-sectional study of the distribution of insulin expenditures suggest that policies to control insulin costs should consider all entities throughout the insulin distribution system. Manufacturers represented a decreasing share of insulin expenditures, and pharmacies, pharmacy benefit managers, and wholesalers accounted for a growing share; all entities play a role in increasing insulin costs.",JAMA Health Forum,2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
7257,"Scientists Simulated 100,000 Different Futures. Which One We Get Depends Only on Us","Scientists simulated 100,000 different futures and each of them solely depends on us.",Claim,https://www.sciencealert.com/simulations-predict-100-000-climate-futures-identifying-key-factors-our-fates-revolve-around,Society,17-Feb-22,TRUE,https://www.pnas.org/doi/full/10.1073/pnas.1805187115,Economic carbon cycle feedbacks may offset additional warming from natural feedbacks,"Dawn L. Woodard, Steven J. Davis, and James T. Randerson","As the Earth warms, carbon sinks on land and in the ocean will weaken, thereby increasing the rate of warming. Although natural mechanisms contributing to this positive climate-carbon feedback have been evaluated using Earth system models, analogous feedbacks involving human activities have not been systematically quantified. Here we conceptualize and estimate the magnitude of several economic mechanisms that generate a carbon-climate feedback, using the Kaya identity to separate a net economic feedback into components associated with population, GDP, heating and cooling, and the carbon intensity of energy production and transportation. We find that climate-driven decreases in economic activity (GDP) may in turn decrease human energy use and thus fossil fuel CO2 emissions. In a high radiative forcing scenario, such decreases in economic activity reduce fossil fuel emissions by 13% this century, lowering atmospheric CO2 by over 100 ppm in 2100. The natural carbon-climate feedback, in contrast, increases atmospheric CO2 over this period by a similar amount, and thus, the net effect including both feedbacks is nearly zero. Our work highlights the importance of improving the representation of climate-economic feedbacks in scenarios of future change. Although the effects of climate warming on the economy may offset weakening land and ocean carbon sinks, a loss of economic productivity will have high societal costs, potentially increasing wealth inequity and limiting resources available for effective adaptation.",PNAS,2018,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
7259,"Wildfires Are Inevitable, But The Loss of Homes And Lives Are Not",Traditional approaches like fighting fires and fuel management can't solve the wildfire problem in California.,Claim,https://www.sciencealert.com/wildfires-are-inevitable-but-the-loss-of-homes-and-lives-are-not,Society,16-Aug-18,TRUE,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2014GL059576,"Large wildfire trends in the western United States, 1984-2011","Philip E. Dennison, Simon C. Brewer, James D. Arnold, Max A. Moritz","We used a database capturing large wildfires (> 405 ha) in the western U.S. to document regional trends in fire occurrence, total fire area, fire size, and day of year of ignition for 1984-2011. Over the western U.S. and in a majority of ecoregions, we found significant, increasing trends in the number of large fires and/or total large fire area per year. Trends were most significant for southern and mountain ecoregions, coinciding with trends toward increased drought severity. For all ecoregions combined, the number of large fires increased at a rate of seven fires per year, while total fire area increased at a rate of 355 km2 per year. Continuing changes in climate, invasive species, and consequences of past fire management, added to the impacts of larger, more frequent fires, will drive further disruptions to fire regimes of the western U.S. and other fire-prone regions of the world.",Geophysical Research Letters,2014,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
7260,Logging Forests to Halt Wildfires Would Do More Harm Than Good,Logging forests to halt wildfires would do more harm than good.,Claim,https://www.sciencealert.com/logging-forests-to-halt-wildfires-would-destroy-essential-habitats-for-native-species,Society,22-Aug-18,TRUE,https://www.pnas.org/doi/full/10.1073/pnas.1112839109,Long-term perspective on wildfires in the western USA,"Jennifer R. Marlon, Patrick J. Bartlein, Daniel G. Gavin, Colin J. Long, R. Scott Anderson, Christy E. Briles, Kendrick J. Brown, Daniele Colombaroli, Douglas J. Hallett, Mitchell J. Power, Elizabeth A. Scharf, and Megan K. Walsh","Understanding the causes and consequences of wildfires in forests of the western United States requires integrated information about fire, climate changes, and human activity on multiple temporal scales. We use sedimentary charcoal accumulation rates to construct long-term variations in fire during the past 3,000 y in the American West and compare this record to independent fire-history data from historical records and fire scars. There has been a slight decline in burning over the past 3,000 y, with the lowest levels attained during the 20th century and during the Little Ice Age (LIA, ca. 1400-1700 CE [Common Era]). Prominent peaks in forest fires occurred during the Medieval Climate Anomaly (ca. 950-1250 CE) and during the 1800s. Analysis of climate reconstructions beginning from 500 CE and population data show that temperature and drought predict changes in biomass burning up to the late 1800s CE. Since the late 1800s, human activities and the ecological effects of recent high fire activity caused a large, abrupt decline in burning similar to the LIA fire decline. Consequently, there is now a forest fire deficit in the western United States attributable to the combined effects of human activities, ecological, and climate changes. Large fires in the late 20th and 21st century fires have begun to address the fire deficit, but it is continuing to grow.",PNAS,2012,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
7261,"The Vast Majority of Experts Cited in Online News Are Men, Research Shows",Majority of experts cited in online news are men.,Claim,https://www.sciencealert.com/the-vast-majority-of-experts-cited-in-online-news-are-men-research-shows,Society,22-Jul-18,TRUE,https://www.tandfonline.com/doi/abs/10.1080/17512786.2016.1232173,Pushy or a Princess?,Lis Howell & Jane B. Singer,"Four times as many males as females appeared as experts on flagship television and radio news programmes in the United Kingdom as of the early 2010s. This study draws on four complementary sets of data to explore the reasons behind this disparity. The findings point to a combination of journalists' news production processes and women's perceptions of appropriate social norms and roles. A high proportion of woman experts surveyed lack confidence, saying they fear they will be perceived as self-promoting and pushy for wanting to appear on air. Broadcast journalists report women need to be persuaded and wooed, acting like princesses and therefore making male experts less trouble to recruit.",Journalism Practice,2016,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
234,NASA did not announce that climate change is only driven by variations to Earth's orbital position relative to the sun,Climate change is only driven by variations to Earth's orbital position relative to the sun,Claim,https://www.reuters.com/news/article/factcheck-nasa-climate/fact-check-nasa-did-not-announce-that-climate-change-is-only-driven-by-variations-to-earths-orbital-position-relative-to-the-sun-idUSL1N2YO23I,Space,7-Jul-22,FALSE,https://www.pnas.org/doi/10.1073/pnas.1717689115,Proterozoic Milankovitch cycles and the history of the solar system,Stephen R. Meyers and Alberto Malinverno,"The geologic record of Milankovitch climate cycles provides a rich conceptual and temporal framework for evaluating Earth system evolution, bestowing a sharp lens through which to view our planet's history. However, the utility of these cycles for constraining the early Earth system is hindered by seemingly insurmountable uncertainties in our knowledge of solar system behavior (including Earth-Moon history), and poor temporal control for validation of cycle periods (e.g., from radioisotopic dates). Here we address these problems using a Bayesian inversion approach to quantitatively link astronomical theory with geologic observation, allowing a reconstruction of Proterozoic astronomical cycles, fundamental frequencies of the solar system, the precession constant, and the underlying geologic timescale, directly from stratigraphic data. Application of the approach to 1.4-billion-year-old rhythmites indicates a precession constant of 85.79 ± 2.72 arcsec/year (2?), an Earth-Moon distance of 340,900 ± 2,600 km (2?), and length of day of 18.68 ± 0.25 hours (2?), with dominant climatic precession cycles of ?14 ky and eccentricity cycles of ?131 ky. The results confirm reduced tidal dissipation in the Proterozoic. A complementary analysis of Eocene rhythmites (?55 Ma) illustrates how the approach offers a means to map out ancient solar system behavior and Earth-Moon history using the geologic archive. The method also provides robust quantitative uncertainties on the eccentricity and climatic precession periods, and derived astronomical timescales. As a consequence, the temporal resolution of ancient Earth system processes is enhanced, and our knowledge of early solar system dynamics is greatly improved.",PNAS,2018,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
7224,Mars's Gullies Probably Aren't Being Formed by Flowing Water,Mars's gullies aren't formed by flowing water.,Claim,https://www.sciencealert.com/mars-s-gullies-probably-aren-t-being-carved-out-by-running-water,Space,1-Aug-16,TRUE,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2016GL068956,New insights into gully formation on Mars: Constraints from composition as seen by MRO/CRISM,"J. I. Núñez, O. S. Barnouin, S. L. Murchie, F. P. Seelos, J. A. McGovern, K. D. Seelos, D. L. Buczkowski","Over 100 Martian gully sites were analyzed using orbital data collected by the Compact Reconnaissance Imaging Spectrometer for Mars (CRISM) and High Resolution Imaging Science Experiment on the Mars Reconnaissance Orbiter (MRO). Most gullies are spectrally indistinct from their surroundings, due to mantling by dust. Where spectral information on gully sediments was obtained, a variety of mineralogies were identified. Their relationship to the source rock suggests that gully-forming processes transported underlying material downslope. There is no evidence for specific compositions being more likely to be associated with gullies or with the formation of hydrated minerals in situ as a result of recent liquid water activity. Seasonal CO2 and H2O frosts were observed in gullies at middle to high latitudes, consistent with seasonal frost-driven processes playing important roles in the evolution of gullies. Our results do not clearly indicate a role for long-lived liquid water in gully formation and evolution.",Geophysical Research Letters,2016,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
7225,Io's Atmosphere Just Collapsed,Jupiter's moon Io's atmosphere collapses every single day as Jupiter eclipses it.,Claim,https://www.sciencealert.com/io-s-atmosphere-just-collapsed,Space,3-Aug-16,TRUE,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2016JE005025,The collapse of Io's primary atmosphere in Jupiter eclipse,"Constantine C. C. Tsang, John R. Spencer, Emmanuel Lellouch, Miguel A. Lopez-Valverde, Matthew J. Richter","Volcanic outgassing due to tidal heating is the ultimate source of a tenuous SO2 atmosphere around Jupiter's moon Io. The question of whether SO2 frost on the surface plays a part, and to what degree, in maintaining Io's atmosphere with the constant volcanic outgassing is still debated. It is believed that for a sublimation-supported atmosphere, the primary atmosphere should collapse during eclipses by Jupiter, as the SO2 vapor pressure is strongly coupled to the temperature of the ice on the surface. No direct observations of Io's atmosphere in eclipse have previously been possible, due to the simultaneous need for high spectral and time sensitivity, as well as a high signal-to-noise ratio. Here we present the first ever high-resolution spectra at 19?µm of Io's SO2 atmosphere in Jupiter eclipse from the Gemini telescope. The strongest atmospheric band depth is seen to dramatically decay from 2.5?±?(0.08)% before the eclipse to 0.18?±?(0.16)% after 40?min in eclipse. Further modeling indicates that the atmosphere has collapsed shortly after eclipse ingress, implying that the atmosphere of Io has a strong sublimation-controlled component. The atmospheric column densityfrom pre-eclipse to in-eclipsedrops by a factor of 5?±?2.",Journal of Geophysical Research,2016,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
7229,Mars Could Have at Least Two Ancient Reservoirs of Water Deep Underground,Mars could have at least two ancient reservoirs of water underground.,Claim,https://www.sciencealert.com/there-could-be-at-least-two-reservoirs-of-water-deep-underground-on-mars,Space,30-Mar-20,TRUE,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2016JE005143,Geologic history of Martian regolith breccia Northwest Africa 7034: Evidence for hydrothermal activity and lithologic diversity in the Martian crust,"Francis M. McCubbin, Jeremy W. Boyce, Tímea Novák-Szabó, Alison R. Santos, Romain Tartèse, Nele Muttik, Gabor Domokos, Jorge Vazquez, Lindsay P. Keller, Desmond E. Moser, Douglas J. Jerolmack, Charles K. Shearer, Andrew Steele, Stephen M. Elardo, Zia Rahman, Mahesh Anand, Thomas Delhaye, Carl B. Agee","The timing and mode of deposition for Martian regolith breccia Northwest Africa (NWA) 7034 were determined by combining petrography, shape analysis, and thermochronology. NWA 7034 is composed of igneous, impact, and brecciated clasts within a thermally annealed submicron matrix of pulverized crustal rocks and devitrified impact/volcanic glass. The brecciated clasts are likely lithified portions of Martian regolith with some evidence of past hydrothermal activity. Represented lithologies are primarily ancient crustal materials with crystallization ages as old as 4.4?Ga. One ancient zircon was hosted by an alkali-rich basalt clast, confirming that alkalic volcanism occurred on Mars very early. NWA 7034 is composed of fragmented particles that do not exhibit evidence of having undergone bed load transport by wind or water. The clast size distribution is similar to terrestrial pyroclastic deposits. We infer that the clasts were deposited by atmospheric rainout subsequent to a pyroclastic eruption(s) and/or impact event(s), although the ancient ages of igneous components favor mobilization by impact(s). Despite ancient components, the breccia has undergone a single pervasive thermal event at 500-800°C, evident by groundmass texture and concordance of ~1.5?Ga dates for bulk rock K-Ar, U-Pb in apatite, and U-Pb in metamict zircons. The 1.5?Ga age is likely a thermal event that coincides with rainout/breccia lithification. We infer that the episodic process of regolith lithification dominated sedimentary processes during the Amazonian Epoch. The absence of pre-Amazonian high-temperature metamorphic events recorded in ancient zircons indicates source domains of static southern highland crust punctuated by episodic impact modification.",Journal of Geophysical Research: Planets,2016,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
7231,First Direct Evidence of Marsquakes Was Just Revealed Amongst New InSight Discoveries,Marsquakes are very similar to earthquakes.,Claim,https://www.sciencealert.com/quakes-on-mars-are-startlingly-similar-to-earth-s-and-other-news-from-the-red-planet,Space,24-Feb-20,TRUE,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2016JA023475,MAVEN NGIMS observations of atmospheric gravity waves in the Martian thermosphere,"S. L. England, G. Liu, E. Yi?it, P. R. Mahaffy, M. Elrod, M. Benna, H. Nakagawa, N. Terada, B. Jakosky","Gravity waves have a significant impact on both the dynamics and energy budget of the Martian thermosphere. Strong density variations of spatial scales indicative of gravity waves have previously been identified in this region by using in situ observations. Here we use observations from the Neutral Gas and Ion Mass Spectrometer (NGIMS) mass spectrometer on Mars Atmosphere and Volatile EvolutioN Mission to identify such waves in the observations of different atmospheric species. The wave signatures seen in CO2 and Ar are almost identical, whereas the wave signature seen in N2, which is lighter and has a larger scale height, is generally smaller in amplitude and slightly out of phase with those seen in CO2 and Ar. Examination of the observed wave properties in these three species suggests that relatively long vertical wavelength atmospheric gravity waves are the likely source of the waves seen by NGIMS in the upper thermosphere. A two-fluid linear model of the wave perturbations in CO2 and N2 has been used to find the best fit intrinsic wave parameters that match the observed features in these two species. We report the first observationally based estimate of the heating and cooling rates of the Martian thermosphere created by the waves observed in this region. The observed wave density amplitudes are anticorrelated with the background atmospheric temperature. The estimated heating rates show a weak positive correlation with the wave amplitude, whereas the cooling rates show a clearer negative correlation with the wave amplitude. Our estimates support previous model-based findings that atmospheric gravity waves are a significant source of both heating and cooling.",Journal of Geophysical Research: Space Physics,2016,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
1608,Hundreds of dead birds on ship deck have been baselessly linked to 5G radiation,Hundreds of dead birds on ship deck are linked to 5G radiation.,Claim,https://www.reuters.com/news/article/factcheck-birds-5g/fact-check-hundreds-of-dead-birds-on-ship-deck-have-been-baselessly-linked-to-5g-radiation-idUSL1N2OS1FK,Tech,16-Jul-21,FALSE,https://www.pnas.org/content/pnas/114/42/11175.full.pdf,High-intensity urban light installation dramatically alters nocturnal bird migration,"Benjamin M. Van Doren, Kyle G. Horton, Adriaan M. Dokter, Holger Klinck, Susan B. Elbin, and Andrew Farnsworth","Billions of nocturnally migrating birds move through increasingly photopolluted skies, relying on cues for navigation and orientation that artificial light at night (ALAN) can impair. However, no studies have quantified avian responses to powerful ground-based light sources in urban areas. We studied effects of ALAN on migrating birds by monitoring the beams of the National September 11 Memorial & Museum's Tribute in Light in New York, quantifying behavioral responses with radar and acoustic sensors and modeling disorientation and attraction with simulations. This single light source induced significant behavioral alterations in birds, even in good visibility conditions, in this heavily photopolluted environment, and to altitudes up to 4 km. We estimate that the installation influenced ?1.1 million birds during our study period of 7 d over 7 y. When the installation was illuminated, birds aggregated in high densities, decreased flight speeds, followed circular flight paths, and vocalized frequently. Simulations revealed a high probability of disorientation and subsequent attraction for nearby birds, and bird densities near the installation exceeded magnitudes 20 times greater than surrounding baseline densities during each year's observations. However, behavioral disruptions disappeared when lights were extinguished, suggesting that selective removal of light during nights with substantial bird migration is a viable strategy for minimizing potentially fatal interactions among ALAN, structures, and birds. Our results also highlight the value of additional studies describing behavioral patterns of nocturnally migrating birds in powerful lights in urban areas as well as conservation implications for such lighting installations.",PNAS,2017,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
2138,Motorized 'spermbot' has no connection to COVID-19 vaccine,Motorized 'spermbot' has a connection to the COVID-19 vaccine.,Claim,https://www.reuters.com/news/article/factcheck-spermbot-notcovid/fact-check-motorized-spermbot-has-no-connection-to-covid-19-vaccine-idUSL1N2LH3D2,Tech,19-Mar-21,FALSE,https://pubs.acs.org/doi/10.1021/acs.nanolett.5b04221,Cellular Cargo Delivery: Toward Assisted Fertilization by Sperm-Carrying Micromotors,"Mariana Medina-Sánchez, Lukas Schwarz, Anne K. Meyer, Franziska Hebenstreit, and Oliver G. Schmidt","We present artificially motorized sperm cellsa novel type of hybrid micromotor, where customized microhelices serve as motors for transporting sperm cells with motion deficiencies to help them carry out their natural function. Our results indicate that metal-coated polymer microhelices are suitable for this task due to potent, controllable, and nonharmful 3D motion behavior. We manage to capture, transport, and release single immotile live sperm cells in fluidic channels that allow mimicking physiological conditions. Important steps toward fertilization are addressed by employing proper means of sperm selection and oocyte culturing. Despite the fact that there still remain some challenges on the way to achieve successful fertilization with artificially motorized sperms, we believe that the potential of this novel approach toward assisted reproduction can be already put into perspective with the present work.",Nano Letters,2015,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
