id,title,claim,Type,url,domain,news_date,true/false,published_paper_urls,published_paper_title,published_paper_authors,published_paper_abstract,published_paper_venue,published_paper_year,Answers,Answers,Answers,Prompt,rationale
888,"A four-page, yet to be peer-reviewed paper is not proof that COVID-19 vaccines cause 93% of deaths that occur after inoculation",COVID-19 vaccines cause 93% of deaths that occur after inoculation,Claim,https://www.reuters.com/news/article/factcheck-coronavirus-vaccines/fact-check-a-four-page-yet-to-be-peer-reviewed-paper-is-not-proof-that-covid-19-vaccines-cause-93-of-deaths-that-occur-after-inoculation-idUSL1N2TN1PP,Health,7-Jan-22,FALSE,https://stevekirsch.substack.com/p/bhakdiburkhardt-pathology-results,Bhakdi/Burkhardt pathology results show 93% of people who died after being vaccinated were killed by the vaccine,Steve Kirsch,"The vaccines are bad news. Fifteen bodies were examined (all died from 7 days to 6 months after vaccination; ages 28 to 95). The coroner or the public prosecutor didn't associate the vaccine as the cause of death in any of the cases. However, further examination revealed that the vaccine was implicated in the deaths of 14 of the 15 cases. The most attacked organ was the heart (in all of the people who died), but other organs were attacked as well. The implications are potentially enormous resulting in millions of deaths. The vaccines should be immediately halted.",Steve Kirsch's newsletter,2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
919,CDC did not 'admit' COVID-19 can only be caught once,COVID-19 can only be caught once,Claim,https://www.reuters.com/news/article/factcheck-coronavirus-reinfection/fact-check-cdc-did-not-admit-covid-19-can-only-be-caught-once-idUSL1N2TC0PH,Health,27-Dec-21,FALSE,https://www.sciencedirect.com/science/article/pii/S1876034121000320,Reactivation of SARS-CoV-2 infection following recovery from COVID-19,"Zhihai Chen, Wen Xie, Ziruo Ge, Yajie Wang, Hong Zhao, Jingjing Wang, Yanli Xu, Wei Zhang, Meihua Song, Shuping Cui, Xiankun Wang, Calvin Q. Pan","Many individuals test positive for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) RNA after recovering from the coronavirus disease (COVID-19), but the incidence of reactivation is unknown. We, therefore, estimated the incidence of reactivation among individuals who had recovered from COVID-19 and determined its predictors. In this retrospective cohort study, patients with COVID-19 were followed up for at least 14 days after two consecutive negative SARS-CoV-2 polymerase chain reaction test results obtained ?24?h apart, and the frequency of SARS-CoV-2 reactivation was assessed. Of the 109 patients, 29 (27%) experienced reactivation, and seven (24%) of these were symptomatic. The mean period for the real-time PCR tests for SARS-CoV-2 from negative to positive results was 17 days. Compared with patients without reactivation, those with reactivation were significantly younger and more likely to have a lymphocyte count of <1500/?L (odds ratio [OR]: 0.34, 95% confidence interval [CI]: 0.12-0.94) and two or fewer symptoms (OR: 0.20, 95% CI: 0.07-0.55) during the initial episode. Risk-stratified surveillance should be conducted among patients who have recovered from COVID-19.","Journal of Infection, and Public Health",2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
951,No evidence that COVID-19 vaccines affect male fertility,Evidence shows that COVID-19 vaccines affect male fertility.,Claim,https://www.reuters.com/news/article/factcheck-coronavirus-fertility/fact-check-no-evidence-that-covid-19-vaccines-affect-male-fertility-idUSL1N2T01TQ,Health,15-Dec-21,FALSE,https://jamanetwork.com/journals/jama/fullarticle/2781360,Sperm Parameters Before and After COVID-19 mRNA Vaccination,"Daniel C. Gonzalez, BS; Daniel E. Nassau, MD; Kajal Khodamoradi, PhD; et al","In this study of sperm parameters before and after 2 doses of a COVID-19 mRNA vaccine, there were no significant decreases in any sperm parameter among this small cohort of healthy men. Because the vaccines contain mRNA and not the live virus, it is unlikely that the vaccine would affect sperm parameters. While these results showed statistically significant increases in all sperm parameters, the magnitude of change is within normal individual variation and may be influenced by regression to the mean.5 Additionally, the increase may be due to the increased abstinence time before the second sample. Men with oligospermia did not experience further decline.The limitations of the study include the small number of men enrolled; limited generalizability beyond young, healthy men; short follow-up; and lack of a control group. In addition, while semen analysis is the foundation of male fertility evaluation, it is an imperfect predictor of fertility potential. Despite this, the study's time frame encompasses the full life cycle of sperm.",JAMA,2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
1061,What do we know about COVID-19 vaccines and transmission?,"Vaccines help reduce transmission by preventing infection in the first place, as well as reducing how infectious a person becomes once infected.",Claim,https://www.reuters.com/article/idUSL1N2SA1FZ/,Health,19-Nov-21,TRUE,https://www.bmj.com/content/374/bmj.n1920,"Covid-19: Pfizer vaccine's efficacy declined from 96% to 84% four months after second dose, company reports",Elisabeth Mahase,"The Pfizer-BioNTech vaccine's efficacy against SARS-CoV-2 peaked at 96.2% at seven days to two months after the second dose and then declined to 83.7% at four months, a preprint from Pfizer has reported. The preprint, which contains the latest data from the original clinical trial, found an average decline in vaccine efficacy of 6% every two months. Researchers have said that trials to evaluate the efficacy of booster trials after a longer interval are under way. A booster vaccine in England is expected to be rolled out to the people most vulnerable to covid-19 from September. Around 44?000 people aged over 16 were recruited to the clinical trials from July to October 2020, including participants from the US, Argentina, Brazil, South Africa, Germany, and Turkey. Of these, half were given the Pfizer vaccine and half were given the placebo, a saline solution. The study also included around 2200 participants aged 12 to 15 at 29 US sites, recruited from October 2020 to January 2021, who were also randomly allocated 1:1 to receive the vaccine or placebo. The preprint said that from seven days after the second dose 86-100% efficacy was observed across diverse demographic profiles, including age, sex, race/ethnicity, and factors increasing the risk from covid-19, such as high body mass index and other comorbidities. The vaccine was reported as highly efficacious in various geographical regions including North America, Europe, South Africa, and Latin America.",BMJ,2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
1073,Most cases of myocarditis after COVID-19 vaccines are not irreversible,"Most cases of myocarditis, a heart disease, after COVID-19 vaccines are irreversible.",Claim,https://www.reuters.com/news/article/factcheck-myocarditis-covid19-vaccine/fact-check-most-cases-of-myocarditis-after-covid-19-vaccines-are-not-irreversible-idUSL1N2S924L,Health,18-Nov-21,FALSE,https://jamanetwork.com/journals/jamacardiology/fullarticle/2781601,Myocarditis Following Immunization With mRNA COVID-19 Vaccines in Members of the US Military,"Jay Montgomery, MD; Margaret Ryan, MD, MPH; Renata Engler, MD; et al","We report a case series of probable hypersensitivity myocarditis with consistent temporal association to receipt of an mRNA COVID-19 vaccine. While the true incidence of this adverse event is unknown at this time, the presentation pattern and clinical course suggest an association with an inflammatory response to vaccination. Increased attention to myocarditis as a potential adverse event following immunization is warranted. Recognition of the substantial morbidity associated with COVID-19 infection, including risk of cardiac injury, and the strong effectiveness of immunization in preventing infection provide important context for this topic. Concerns about rare adverse events following immunization should not diminish overall confidence in the value of vaccination.",JAMA Cardiology,2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
1081,"Long COVID' is not fake, quoted French study did not say it does not exist",Long COVID' is fake.,Claim,https://www.reuters.com/news/article/factcheck-long-covid/fact-check-long-covid-is-not-fake-quoted-french-study-did-not-say-it-does-not-exist-idUSL1N2S728P,Health,16-Nov-21,FALSE,https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/2785832,Association of Self-reported COVID-19 Infection and SARS-CoV-2 Serology Test Results With Persistent Physical Symptoms Among French Adults During the COVID-19 Pandemic,"Joane Matta, PhD; Emmanuel Wiernik, PhD; Olivier Robineau, MD, PhD; et al","The results of this cross-sectional analysis of a large, population-based French cohort suggest that physical symptoms persisting 10 to 12 months after the COVID-19 pandemic first wave may be associated more with the belief in having experienced COVID-19 infection than with actually being infected with the SARS-CoV-2 virus. Although our study cannot determine the direction of the association between belief and symptoms, our results suggest that further research regarding persistent physical symptoms after COVID-19 infection should also consider mechanisms that may not be specific to the SARS-CoV-2 virus. From a clinical perspective, patients in this situation should be offered a medical evaluation to prevent their symptoms being erroneously attributed to COVID-19 infection and to identify cognitive and behavioral mechanisms that may be targeted to relieve the symptoms.",JAMA Internal Medicine,2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
1082,2019 study on increases in maternal heat exposure and climate change is unrelated to COVID-19 vaccines,The increases in maternal heat exposure and climate change is related to COVID-19 vaccines.,Claim,https://www.reuters.com/news/article/factcheck-climate-covid/fact-check-2019-study-on-increases-in-maternal-heat-exposure-and-climate-change-is-unrelated-to-covid-19-vaccines-idUSL1N2S728G,Health,16-Nov-21,FALSE,https://www.eurekalert.org/news-releases/616167,Climate change may increase congenital heart defects,American Heart Association,"Rising temperatures stemming from global climate change may increase the number of infants born with congenital heart defects (CHD) in the United States over the next two decades and may result in as many as 7,000 additional cases over an 11 year-period in eight representative states (Arkansas, Texas, California, Iowa, North Caroline, Georgia, New York and Utah), according to new research in the Journal of the American Heart Association, the Open Access Journal of the American Heart Association/American Stroke Association.",Journal of the American Heart Association Report,2019,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
1226,No evidence aspirin is 'being attacked' because 'it's proven' to treat COVID-19,No evidence aspirin is 'being attacked' because 'it's proven' to treat COVID-19,Claim,https://www.reuters.com/news/article/factcheck-coronavirus-aspirin/fact-check-no-evidence-aspirin-is-being-attacked-because-its-proven-to-treat-covid-19-idUSL1N2RE1CG,Health,18-Oct-21,TRUE,https://febs.onlinelibrary.wiley.com/doi/10.1111/febs.15784,The use of aspirin for primary prevention of cardiovascular disease is associated with a lower likelihood of COVID-19 infection,"Eugene Merzon, Ilan Green, Shlomo Vinker, Avivit Golan-Cohen, Alessandro Gorohovski, Eva Avramovich, Milana Frenkel-Morgenstern, Eli Magen","Acetylsalicylic acid (aspirin) is commonly used for primary and secondary prevention of cardiovascular diseases. Aspirin use is associated with better outcomes among COVID-19 positive patients. We hypothesized that the aspirin use for primary cardiovascular disease prevention might have a protective effect on COVID-19 susceptibility and disease duration. We conducted a retrospective population-based cross-sectional study, utilizing data from the Leumit Health Services database. The proportion of patients treated with aspirin was significantly lower among the COVID-19-positive group, as compared to the COVID-19-negative group [73 (11.03%) vs. 1548 (15.77%); P = 0.001]. Aspirin use was associated with lower likelihood of COVID-19 infection, as compared to nonusers (adjusted OR 0.71 (95% CI, 0.52 to 0.99; P = 0.041). Aspirin users were older (68.06 ± 12.79 vs. 56.63 ± 12.28 years of age; P < 0.001), presented a lower BMI (28.77 ± 5.4 vs. 30.37 ± 4.55; P < 0.0189), and showed higher prevalence of hypertension (56, 76.71%), diabetes (47, 64.38%), and COPD (11, 15.07%) than the aspirin nonusers (151, 25.64%, P < 0.001; 130, 22.07%, P < 0.001; and 43, 7.3%, P = 0.023, respectively). Moreover, COVID-19 disease duration (considered as the time between the first positive and second negative COVID-19 RT-PCR test results) among aspirin users was significantly shorter, as compared to aspirin nonusers (19.8 ± 7.8 vs. 21.9 ± 7.9 P = 0.045). Among hospitalized COVID-positive patients, a higher proportion of surviving subjects were treated with aspirin (20, 19.05%), as opposed to 1 dead subject (14.29%), although this difference was not significant (P = 0.449). In conclusion, we observed an inverse association between the likelihood of COVID-19 infection, disease duration and mortality, and aspirin use for primary prevention.",The FEBS Journal,2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
1475,Controversial MIT study does not show that mRNA vaccines alter DNA,mRNA vaccines alter DNA,Claim,https://www.reuters.com/news/article/factcheck-coronavirus-vaccines/fact-check-controversial-mit-study-does-not-show-that-mrna-vaccines-alter-dna-idUSL1N2PK1DC,Health,13-Aug-21,FALSE,https://www.pnas.org/content/118/21/e2105968118,Reverse-transcribed SARS-CoV-2 RNA can integrate into the genome of cultured human cells and can be expressed in patient-derived tissues,"Liguo Zhang, Alexsia Richards, M. Inmaculada Barrasa, Stephen H. Hughes, Richard A. Young, and Rudolf Jaenisch","Prolonged detection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) RNA and recurrence of PCR-positive tests have been widely reported in patients after recovery from COVID-19, but some of these patients do not appear to shed infectious virus. We investigated the possibility that SARS-CoV-2 RNAs can be reverse-transcribed and integrated into the DNA of human cells in culture and that transcription of the integrated sequences might account for some of the positive PCR tests seen in patients. In support of this hypothesis, we found that DNA copies of SARS-CoV-2 sequences can be integrated into the genome of infected human cells. We found target site duplications flanking the viral sequences and consensus LINE1 endonuclease recognition sequences at the integration sites, consistent with a LINE1 retrotransposon-mediated, target-primed reverse transcription and retroposition mechanism. We also found, in some patient-derived tissues, evidence suggesting that a large fraction of the viral sequences is transcribed from integrated DNA copies of viral sequences, generating viral-host chimeric transcripts. The integration and transcription of viral sequences may thus contribute to the detection of viral RNA by PCR in patients after infection and clinical recovery. Because we have detected only subgenomic sequences derived mainly from the 3? end of the viral genome integrated into the DNA of the host cell, infectious virus cannot be produced from the integrated subgenomic SARS-CoV-2 sequences.",PNAS,2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
1484,No evidence graphene oxide is present in available COVID-19 vaccines via lipid nanoparticles,No evidence graphene oxide is present in available COVID-19 vaccines via lipid nanoparticles,Claim,https://www.reuters.com/news/article/factcheck-graphene-lipidvaccines/fact-check-no-evidence-graphene-oxide-is-present-in-available-covid-19-vaccines-via-lipid-nanoparticles-idUSL1N2PI2XH,Health,11-Aug-21,TRUE,https://www.sciencedirect.com/science/article/abs/pii/S0266353819336371,Core-shell structured polyethylene glycol functionalized graphene for energy-storage polymer dielectrics: Combined mechanical and dielectric performances,"Yuchao Li, Xueqing Bi, Shuangshuang Wang, Yanhu Zhan, Hong-Yuan Liu, Yiu-Wing Mai, Chengzhu Liao, Zhouguang Lu, Yaozu Liao","Polydispersed graphene was synthesized by grafting a thin layer of water-soluble amine functionalized polyethylene glycol monomethyl ether (PEG-NH2). PEG-NH2 functionalized graphene (PEG@rGO) was then introduced into epoxy resin via a facile solution mixing method. Fourier-transform infrared (FTIR) spectroscopy, X-ray photoelectron spectroscopy (XPS) and thermogravimetric analysis (TGA) verified that PEG was successfully grafted to the surface of graphene. The obtained PEG@rGO showed excellent dispersibility in solvents when compared to pristine graphene. As a core-shell filler, PEG@rGO filled epoxy nanocomposites displayed improved dielectric constant and reduced dielectric loss, exhibiting potential applications in energy storage capacitors. The mechanical strength and final decomposition temperature were also simultaneously increased.",Composites Science and Technology,2020,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
1486,"Overdose of fentanyl just by being in its presence is not possible, experts tell Reuters",Overdose of fentanyl just by being in its presence is possible.,Claim,https://www.reuters.com/news/article/factcheck-fentanyl-overdose/fact-check-overdose-of-fentanyl-just-by-being-in-its-presence-is-not-possible-experts-tell-reuters-idUSL1N2PI0PZ,Health,11-Aug-21,FALSE,https://www.sciencedirect.com/science/article/abs/pii/S0955395921002061?dgcid=author,Perceived occupational risk of fentanyl exposure among law enforcement,"Peyton R. Attaway, Hope M. Smiley-McDonald, Peter J. Davidson, Alex H. Kral","Although toxicologists, medical professionals, and service providers have determined that the risk of overdose from fentanyl exposure is extremely low for law enforcement and other first responders, hundreds of media and social media accounts contradict these facts, making these civil servants unnecessarily concerned about such occupational hazards. We conducted a qualitative study to explore knowledge and fear of fentanyl exposure by interviewing 23 law enforcement leaders and officers in five diverse law enforcement agencies in the United States. Nearly all leaders and officers interviewed wrongly believed that dermal exposure to fentanyl was deadly and expressed fear about such exposure on scene. Officers had a lack of education about fentanyl exposure and faulty or dubious sources of information about it. There is a substantial, pressing need for dissemination of research about the lack of overdose risk associated with dermal fentanyl exposure through channels that law enforcement trust, including through basic academy, in-service training, and law enforcement bulletins and newsletters.",International Journal of Drug Policy,2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
1545,Approved vaccines are not more dangerous than COVID-19,Approved vaccines are more dangerous than COVID-19.,Claim,https://www.reuters.com/news/article/factcheck-vaccines-safe/fact-check-approved-vaccines-are-not-more-dangerous-than-covid-19-idUSL1N2P51T3,Health,29-Jul-21,FALSE,https://journals.asm.org/doi/10.1128/jvi.00543-20?permanently=true&,Isolation and Full-Length Genome Characterization of SARS-CoV-2 from COVID-19 Cases in Northern Italy,"Danilo Licastro, Sreejith Rajasekharan, Simeone Dal Monego, Ludovica Segat, Pierlanfranco D'Agaro, Alessandro Marcello, The Regione FVG Laboratory Group on COVID-19","In December 2019, the novel coronavirus severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) emerged in the city of Wuhan in Hubei province, People's Republic of China, as the etiologic agent of coronavirus disease 2019 (COVID-19), which has hence spread worldwide causing a global pandemic (1-3). The epidemic has been growing exponentially in Italy for the last month, affecting over 60,000 individuals so far and with a heavy mortality burden. Italy is only anticipating what will be the trend in the whole of Europe and elsewhere. At the beginning of March 2020, the first nasopharyngeal swabs positive for SARS-CoV-2 started to be detected in the Northern Eastern Region of Friuli-Venezia Giulia. These identifications followed the expansion of the two clusters in Lombardy and Veneto that emerged in the previous weeks in northern Italy (4). Swab contents were seeded on Vero E6 cells and monitored for cytopathic effect and by an RT-PCR protocol using primers for the N region (5). Cell culture supernatants from passage 1 (P1) of four isolates were collected, and RNA was extracted with QIAamp viral RNA minikit (Qiagen) and quantified with an in vitro-transcribed RNA standard (S. Rajasekharan and A. Marcello, unpublished data). The quantity and quality of the RNA were assessed using Qubit 2.0 fluorometer (Thermo Fisher Scientific) and Agilent 2100 Bioanalyzer (Agilent Technologies). For each sample, 100?ng of total RNA was processed using Zymo-Seq RiboFree ribosomal depletion library preparation kit (Zymo Research).",Jounal of Virology,2020,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
1611,COVID-19 vaccines are not a ploy to connect people to 5G,COVID-19 vaccines are a ploy to connect people to 5G.,Claim,https://www.reuters.com/news/article/factcheck-covid19vaccines-5g/fact-check-covid-19-vaccines-are-not-a-ploy-to-connect-people-to-5g-idUSL1N2OR2C1,Health,15-Jul-21,FALSE,https://journals.asm.org/doi/10.1128/MRA.00169-20,Complete Genome Sequence of a 2019 Novel Coronavirus (SARS-CoV-2) Strain Isolated in Nepal,"Ranjit Sah, Alfonso J. Rodriguez-Morales, Runa Jha, Daniel K. W. Chu, Haogao Gu, Malik Peiris, Anup Bastola, Bibek Kumar Lal, Hemant Chanda Ojha, Ali A. Rabaan, Lysien I. Zambrano, Anthony Costello, Kouichi Morita, Basu Dev Pandey, Leo L. M. Poon","A complete genome sequence was obtained for a severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) strain isolated from an oropharyngeal swab specimen of a Nepalese patient with coronavirus disease 2019 (COVID-19), who had returned to Nepal after traveling to Wuhan, China.",Microbiology Resource Announcements,2020,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
1676,Variants are not simply spike proteins; they are versions of the same virus that differ in sequence,Variants are simply spike proteins; they are versions of the same virus that relate in sequence.,Claim,https://www.reuters.com/news/article/factcheck-variants-spike-protein/fact-check-variants-are-not-simply-spike-proteins-they-are-versions-of-the-same-virus-that-differ-in-sequence-idUSL2N2OD214,Health,1-Jul-21,FALSE,https://jamanetwork.com/journals/jama/fullarticle/2775006,Genetic Variants of SARS-CoV-2What Do They Mean?,"Adam S. Lauring, MD, PhD; Emma B. Hodcroft, PhD","Over the course of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic, the clinical, scientific, and public health communities have had to respond to new viral genetic variants. Each one has triggered a flurry of media attention, a range of reactions from the scientific community, and calls from governments to either stay calm or pursue immediate countermeasures. While many scientists were initially skeptical about the significance of the D614G alteration, the emergence of the new UK variantlineage B.1.1.7has raised widespread concern. Understanding which variants are concerning, and why, requires an appreciation of virus evolution and the genomic epidemiology of SARS-CoV-2.",JAMA,2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
1748,Unvaccinated people are much more susceptible to catching COVID-19 than those who have been vaccinated,Unvaccinated people are more susceptible to catching COVID-19 than vaccinated people.,Claim,https://www.reuters.com/news/article/factcheck-vaccinated-people/fact-check-unvaccinated-people-are-much-more-susceptible-to-catching-covid-19-than-those-who-have-been-vaccinated-idUSL2N2NX14B,Health,15-Jun-21,TRUE,https://www.bmj.com/content/373/bmj.n1127,"Covid-19: Most people admitted to hospital after vaccination were infected before immunity could develop, research shows",BMJ,"The majority of vaccinated people who were admitted to hospital for covid-19 were probably infected shortly before or around the time of their vaccination, highlighting the importance of maintaining social distancing and understanding that immunity develops over time, researchers have said. The International Severe Acute Respiratory Infection Consortium Clinical Characterisation Protocol (ISARIC4C), which is funded by UK Research and Innovation and the National Institute for Health Research, analysed UK hospital admissions after the start of the covid-19 vaccination rollout. As of 10 April 2021, 3842 of the 99?445 inpatients enrolled in the study had been vaccinated. Looking at symptomatic patients (1823), the researchers found that 40% (729) developed covid-19 symptoms 0-7 days post-vaccination. A further 19% (352) developed symptoms 8-14 days post-vaccination. The median incubation period for SARS-CoV-2 is around five days, meaning it is likely that many of these patients were infected before immunity developed.",BMJ,2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
1778,There is still no evidence that COVID-19 vaccines increase risk of miscarriage?,There is evidence that COVID-19 vaccines increase risk of miscarriage,Claim,https://www.reuters.com/news/article/factcheck-health-coronavirus/fact-check-there-is-still-no-evidence-that-covid-19-vaccines-increase-risk-of-miscarriage-idUSL2N2NP1RJ,Health,7-Jun-21,FALSE,https://www.bmj.com/content/372/bmj.n615,Update to living systematic review on covid-19 in pregnancy,BMJ,"This update includes 192 studies (64?676 pregnant and recently pregnant women), 115 of which were new additions to the review. The prevalence of covid-19 in pregnant and recently pregnant women remained unchanged between this update and the original version of the living systematic review. Pregnant women continue to be at increased risk of severe covid-19. In addition to high body mass index and advancing maternal age, evidence suggests that non-white ethnic origin might also be a risk factor for severe covid-19. More data are needed to robustly assess the association between pregnancy specific risk factors and covid-19 related outcomes.",BMJ,2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
1827,"There is no evidence to suggest COVID-19 vaccines will kill people by causing antibody- dependent enhancement, current evidence demonstrates the opposite",COVID-19 vaccines will kill people by causing antibody-dependent enhancement,Claim,https://www.reuters.com/news/article/factcheck-health-coronavirus/fact-check-there-is-no-evidence-to-suggest-covid-19-vaccines-will-kill-people-by-causing-antibody-dependent-enhancement-current-evidence-demonstrates-the-opposite-idUSL2N2ND0WS,Health,20-May-21,FALSE,https://jamanetwork.com/journals/jama/fullarticle/2779185,Israel's Real-life Evidence That Vaccine Can Prevent Severe COVID-19,"Bridget M. Kuehn, MSJ","After Israel's national campaign vaccinated more than three-fourths of adults 70 years or older against SARS-CoV-2, the need for mechanical ventilation among patients with COVID-19 in that age group declined dramatically. The country's vaccination campaign began in December 2020 by prioritizing adults 60 years or older, health care workers, and those whose chronic medical conditions increased their risk of severe COVID-19. By February, 84% of adults 70 years or older had received 2 doses of the Pfizer-BioNTech vaccine. To determine whether the vaccinations prevented severe disease, researchers calculated the ratio of patients aged 70 years or older to those aged 50 years or younger with COVID-19 who required mechanical ventilation. The younger group was chosen as a comparator because its 2-dose vaccination coverage was only about 10% as of February.",JAMA,2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
1935,COVID-19 vaccines are not infectious; you can't transmit the vaccine to an unvaccinated individual,COVID-19 vaccines are infectious.,Claim,https://www.reuters.com/news/article/factcheck-vaccines-transmission/fact-check-covid-19-vaccines-are-not-infectious-you-cant-transmit-the-vaccine-to-an-unvaccinated-individual-idUSL1N2MR1VU,Health,4-May-21,FALSE,https://www.tandfonline.com/doi/full/10.1586/14760584.2016.1106942,Self-disseminating vaccines for emerging infectious diseases,"Aisling A. Murphy, Alec J. Redwood & Michael A. Jarvis","Modern human activity fueled by economic development is profoundly altering our relationship with microorganisms. This altered interaction with microbes is believed to be the major driving force behind the increased rate of emerging infectious diseases from animals. The spate of recent infectious disease outbreaks, including Ebola virus disease and Middle East respiratory syndrome, emphasize the need for development of new innovative tools to manage these emerging diseases. Disseminating vaccines are one such novel approach to potentially interrupt animal to human (zoonotic) transmission of these pathogens.",Expert Review of Vaccines,2016,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
1981,COVID vaccines do not 'shed' from one person to another and then cause reproductive problems,COVID vaccines 'shed' from one person to another and cause reproductive problems,Claim,https://www.reuters.com/news/article/factcheck-covid19vaccine-reproductivepro/fact-check-covid-vaccines-do-not-shed-from-one-person-to-another-and-then-cause-reproductive-problems-idUSL1N2MG256,Health,23-Apr-21,TRUE,https://www.sciencedirect.com/science/article/abs/pii/S1472648320305253,Analysis of sex hormones and menstruation in COVID-19 women of child-bearing age,"Kezhen Li, Ge Chen, Hongyan Hou, Qiuyue Liao, Jing Chen, Hualin Bai, Shiyeow Lee, Cheng Wang, Huijun Li, Liming Cheng, Jihui Ai",Average sex hormone concentrations and ovarian reserve did not change significantly in COVID-19 women of child-bearing age. Nearly one-fifth of patients exhibited a menstrual volume decrease or cycle prolongation. The menstruation changes of these patients might be the consequence of transient sex hormone changes caused by suppression of ovarian function that quickly resume after recovery.,Reproductive BioMedicine Online,2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
1991,No evidence COVID-19 vaccines?will?cause?'cytokine storms'??,"COVID-19 vaccines will cause 'cytokine storms', a life-threatening systemic inflammatory syndrome.",Claim,https://www.reuters.com/news/article/factcheck-cytokine-storms/fact-check-no-evidence-covid-19-vaccineswillcausecytokine-storms-idUSL1N2MG0Z0,Health,23-Apr-21,FALSE,https://onlinelibrary.wiley.com/doi/full/10.1002/art.41285,On the Alert for Cytokine Storm: Immunopathology in COVID-19,"Lauren A. Henderson, Scott W. Canna, Grant S. Schulert, Stefano Volpi, Pui Y. Lee, Kate F. Kernan, Roberto Caricchio, Shawn Mahmud, Melissa M. Hazen, Olha Halyabar, Kacie J. Hoyt, Joseph Han, Alexei A. Grom, Marco Gattorno, Angelo Ravelli, Fabrizio De Benedetti, Edward M. Behrens, Randy Q. Cron, Peter A. Nigrovic","Poor outcomes in COVID-19 correlate with clinical and laboratory features of cytokine storm syndrome. Broad screening for cytokine storm and early, targeted antiinflammatory therapy may prevent immunopathology and could help conserve limited health care resources. While studies are ongoing, extrapolating from clinical experience in cytokine storm syndromes may benefit the multidisciplinary teams caring for patients with severe COVID-19.",Arthritis & Rheumatology,2020,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
2016,There is no evidence mRNA vaccines reduce life expectancy or cause severe health issues including infertility and neuro-cognitive problems?,mRNA vaccines reduce life expectancy or cause severe health issues.,Claim,https://www.reuters.com/news/article/factcheck-mrna-vaccines/fact-check-there-is-no-evidence-mrna-vaccines-reduce-life-expectancy-or-cause-severe-health-issues-including-infertility-and-neuro-cognitive-problems-idUSL1N2MC0VF,Health,19-Apr-21,FALSE,https://jamanetwork.com/journals/jamaneurology/fullarticle/2778192,Helping the Public Understand Adverse Events Associated With COVID-19 Vaccinations Lessons Learned From Functional Neurological Disorder,"David Dongkyung Kim, Candice S. Kung, David L. Perez","By the end of January 2021, more than 97.3 million doses globally and 31.8 million doses in the United States have been administered of the COVID-19 vaccine.1 Although important postmarketing surveillance is ongoing, it is currently highly effective and safe, with adverse effects including transient symptoms such as fever/chills, headache, fatigue, myalgia/arthralgia, lymphadenopathy, nausea, or local effects of swelling, erythema, or pain.2 With the public being vaccinated, there have recently been videos circulating on social media about major neurologic adverse events after administration of the COVID-19 vaccine.3 A few of these videos have been viewed millions of times by the public.3 Some depict individuals with continuous movements of the trunk and limbs or walking difficulties. The spread of these videos has fueled vaccine hesitancy concerns and without effective communication by medical professionals to the public, this can lead to reduced vaccination rates and an unnecessary prolongation of the pandemic. It must be noted that these videos may be unsubstantiated, and it is not definitively known if the COVID-19 vaccine was administered in these cases. However, it was reported in the news that at least 1 patient was told by their physician that the diagnosis was conversion disorder,4 also known as functional neurological disorder (FND). Here, we provide context regarding potential associations between FND and COVID-19 vaccinations, as effective communication regarding this intersection is critically important.",JAMA,2021,Supports,Refutes,Not Enough Information,What is the stance of the following scientific paper with respect to the claim?,
